"","state","county","GEOID","year","month","ppt","tmean"
"60.12","California","Butte","06007",2007,2,281.274943209243,8.87570882300307
"60.13","California","Butte","06007",2007,3,23.7035249850759,13.4254406037459
"60.14","California","Butte","06007",2007,4,77.0935631675282,13.9659578169899
"60.15","California","Butte","06007",2007,5,24.3616091958408,18.9878544971861
"60.16","California","Butte","06007",2007,6,8.53367816762449,22.1477586702369
"60.17","California","Butte","06007",2007,7,10.9278160794941,25.1452490634845
"60.18","California","Butte","06007",2007,8,0.043448274662554,24.9719731780304
"60.19","California","Butte","06007",2007,9,21.5377777728084,20.5700382985374
"60.20","California","Butte","06007",2007,10,74.2465518059858,15.0441379565389
"60.21","California","Butte","06007",2007,11,29.375900400096,12.8101532614551
"60.22","California","Butte","06007",2007,12,171.333678205351,6.12331418470405
"60.1","California","Butte","06007",2008,1,281.723755292052,5.78444443945684
"60.1.1","California","Butte","06007",2008,2,157.907433316169,8.3204789093171
"60.1.2","California","Butte","06007",2008,3,23.7282375691608,11.0658620500016
"60.1.3","California","Butte","06007",2008,4,15.1461685315859,13.0058620715963
"60.1.4","California","Butte","06007",2008,5,7.07287357901705,18.3750766666456
"60.1.5","California","Butte","06007",2008,6,0.166398465904582,22.3087356538151
"60.1.6","California","Butte","06007",2008,7,0.0683524906064359,25.4626054873412
"60.1.7","California","Butte","06007",2008,8,0.763793102519094,25.6105748026764
"60.1.8","California","Butte","06007",2008,9,0.0027203064454698,22.9895402243311
"60.1.9","California","Butte","06007",2008,10,63.2750574966957,17.4122605122826
"60.1.10","California","Butte","06007",2008,11,102.107739313352,12.5550574890955
"60.1.11","California","Butte","06007",2008,12,127.038276087735,5.94793104074924
"60.2","California","Butte","06007",2009,1,71.4481223314658,9.08111109222032
"60.2.1","California","Butte","06007",2009,2,308.203218482007,8.18084293489712
"60.2.2","California","Butte","06007",2009,3,139.448390770689,10.2106129967847
"60.2.3","California","Butte","06007",2009,4,19.0716474777894,13.4005938215731
"60.2.4","California","Butte","06007",2009,5,96.8665902294875,19.4809387104721
"60.2.5","California","Butte","06007",2009,6,16.8590039001114,20.8153448214476
"60.2.6","California","Butte","06007",2009,7,0,25.6264559939447
"60.2.7","California","Butte","06007",2009,8,0.421226051725247,24.4957854756907
"60.2.8","California","Butte","06007",2009,9,9.10712642710784,23.7692336232269
"60.2.9","California","Butte","06007",2009,10,89.0581990092194,15.073371695376
"60.2.10","California","Butte","06007",2009,11,51.5106897354126,11.0051532284967
"60.2.11","California","Butte","06007",2009,12,143.318774080825,6.09990423483867
"60.3","California","Butte","06007",2010,1,339.689157069415,7.53149425069948
"60.3.1","California","Butte","06007",2010,2,146.897471051563,9.1715133989451
"60.3.2","California","Butte","06007",2010,3,104.913448224122,10.2663601495297
"60.3.3","California","Butte","06007",2010,4,201.332988373621,10.4882758805578
"60.3.4","California","Butte","06007",2010,5,58.7935632727612,13.7407470918707
"60.3.5","California","Butte","06007",2010,6,3.35739463185927,21.1927586844141
"60.3.6","California","Butte","06007",2010,7,0.0929501923265014,25.3139079667599
"60.3.7","California","Butte","06007",2010,8,0.993716471489533,23.4601915512962
"60.3.8","California","Butte","06007",2010,9,5.42570881205843,22.0056896392413
"60.3.9","California","Butte","06007",2010,10,154.042184091619,17.0098084453422
"60.3.10","California","Butte","06007",2010,11,150.801149711755,10.1186781916125
"60.3.11","California","Butte","06007",2010,12,355.212912373159,7.82969349782586
"60.4","California","Butte","06007",2011,1,60.8934866660399,7.51444444711181
"60.4.1","California","Butte","06007",2011,2,206.299962040108,7.50789271095247
"60.4.2","California","Butte","06007",2011,3,387.302529404447,8.52243292468718
"60.4.3","California","Butte","06007",2011,4,46.8093486672617,12.0948659113084
"60.4.4","California","Butte","06007",2011,5,108.768045725037,14.1014942848819
"60.4.5","California","Butte","06007",2011,6,68.7497700950652,19.2481226172027
"60.4.6","California","Butte","06007",2011,7,0,23.5907471097749
"60.4.7","California","Butte","06007",2011,8,0,24.5086398581435
"60.4.8","California","Butte","06007",2011,9,2.23616858534658,23.9218965435393
"60.4.9","California","Butte","06007",2011,10,99.8072032416917,16.4467240585678
"60.4.10","California","Butte","06007",2011,11,57.8921073606645,9.33162837741019
"60.4.11","California","Butte","06007",2011,12,7.65701150802817,7.87302684235847
"60.5","California","Butte","06007",2012,1,186.50226058083,8.42716477657187
"60.5.1","California","Butte","06007",2012,2,61.5090039205734,8.98093871138562
"60.5.2","California","Butte","06007",2012,3,324.961187662293,8.8746168458142
"60.5.3","California","Butte","06007",2012,4,138.462988798646,12.9646552221072
"60.5.4","California","Butte","06007",2012,5,4.36616859705655,18.0182758528611
"60.5.5","California","Butte","06007",2012,6,11.7582758660517,20.9610536801861
"60.5.6","California","Butte","06007",2012,7,0.0175095783596523,24.2994635571008
"60.5.7","California","Butte","06007",2012,8,0.106398466681897,26.1256322531865
"60.5.8","California","Butte","06007",2012,9,0,23.2901532184119
"60.5.9","California","Butte","06007",2012,10,52.9613792631361,17.2656896452337
"60.5.10","California","Butte","06007",2012,11,244.963295216761,11.5892528848173
"60.5.11","California","Butte","06007",2012,12,403.658660128656,6.68250960088781
"60.6","California","Butte","06007",2013,1,31.7115708859031,6.5745977108506
"60.6.1","California","Butte","06007",2013,2,21.4883907745624,8.64754787532762
"60.6.2","California","Butte","06007",2013,3,76.1818773773895,12.2232567195235
"60.6.3","California","Butte","06007",2013,4,32.5979310507062,15.4319540385542
"60.6.4","California","Butte","06007",2013,5,14.7940612478731,18.2799233622935
"60.6.5","California","Butte","06007",2013,6,34.2106513648198,22.4720114638522
"60.6.6","California","Butte","06007",2013,7,0.0297701146125337,26.3462068769667
"60.6.7","California","Butte","06007",2013,8,0.188544060670953,23.8445402123462
"60.6.8","California","Butte","06007",2013,9,34.9289655283493,20.8036973631702
"60.6.9","California","Butte","06007",2013,10,9.78708814667588,16.104521016965
"60.6.10","California","Butte","06007",2013,11,51.7022222906237,12.3081226166181
"60.6.11","California","Butte","06007",2013,12,11.448582381581,7.64432949946758
"60.7","California","Butte","06007",2014,1,18.3711494330702,11.4141571366467
"60.7.1","California","Butte","06007",2014,2,248.272988301127,9.77312262578942
"60.7.2","California","Butte","06007",2014,3,246.681072892814,12.2659195794
"60.7.3","California","Butte","06007",2014,4,43.8585056436473,14.6939655190683
"60.7.4","California","Butte","06007",2014,5,11.5221839330206,19.082777724869
"60.7.5","California","Butte","06007",2014,6,0,22.9144827013272
"60.7.6","California","Butte","06007",2014,7,0.539578543469253,26.456417580674
"60.7.7","California","Butte","06007",2014,8,12.4330268454278,24.5635248600752
"60.7.8","California","Butte","06007",2014,9,22.3756705170847,22.8522413334171
"60.7.9","California","Butte","06007",2014,10,42.9598467066827,18.3552299331431
"60.7.10","California","Butte","06007",2014,11,116.607777971874,11.7208237319157
"60.7.11","California","Butte","06007",2014,12,389.280306761292,9.10760536595779
"60.8","California","Butte","06007",2015,1,4.53505747391346,10.0263218130645
"60.8.1","California","Butte","06007",2015,2,120.587585916921,12.3601340608122
"60.8.2","California","Butte","06007",2015,3,16.1055172366657,14.4195594239509
"60.8.3","California","Butte","06007",2015,4,60.8286205744835,14.4310536348043
"60.8.4","California","Butte","06007",2015,5,6.10743295736754,17.2112422226946
"60.8.5","California","Butte","06007",2015,6,4.92567049220947,24.4565145558324
"60.8.6","California","Butte","06007",2015,7,2.64839079679914,24.927748376839
"60.8.7","California","Butte","06007",2015,8,1.05226053625802,24.4219552036446
"60.8.8","California","Butte","06007",2015,9,8.24501913808771,22.3623727235758
"60.8.9","California","Butte","06007",2015,10,13.9478927343741,19.3217940166079
"60.8.10","California","Butte","06007",2015,11,91.8452492344882,9.372031092187
"60.8.11","California","Butte","06007",2015,12,207.774509254543,6.27658652026078
"60.9","California","Butte","06007",2016,1,372.052068016081,7.625145951079
"60.9.1","California","Butte","06007",2016,2,50.2622222534998,11.4823683450048
"60.9.2","California","Butte","06007",2016,3,357.479961234491,11.2977553437039
"60.9.3","California","Butte","06007",2016,4,46.3752184827666,15.1728819613256
"60.9.4","California","Butte","06007",2016,5,30.722770058789,17.9374223102555
"60.9.5","California","Butte","06007",2016,6,11.8320038286662,22.9791275112108
"60.9.6","California","Butte","06007",2016,7,0,25.1083843552747
"60.9.7","California","Butte","06007",2016,8,0,24.9825069749036
"60.9.8","California","Butte","06007",2016,9,0.23162452114159,22.1165527402213
"60.9.9","California","Butte","06007",2016,10,214.225528980124,15.2186520072235
"60.9.10","California","Butte","06007",2016,11,119.81363992216,11.315755346269
"60.9.11","California","Butte","06007",2016,12,281.985288188832,6.52811906877834
"60.10","California","Butte","06007",2017,1,439.390355895762,6.31054436977796
"60.10.1","California","Butte","06007",2017,2,425.406651113225,9.00290077707777
"60.10.2","California","Butte","06007",2017,3,144.054992266542,11.7057783658477
"60.10.3","California","Butte","06007",2017,4,168.532375818011,12.4773377650542
"60.10.4","California","Butte","06007",2017,5,6.83122605222395,19.0368591213592
"60.10.5","California","Butte","06007",2017,6,19.3927739022792,23.1241735224523
"60.10.6","California","Butte","06007",2017,7,0,26.9416296801805
"60.10.7","California","Butte","06007",2017,8,0.557789272135855,26.834246492934
"60.10.8","California","Butte","06007",2017,9,3.06432183758379,22.8430585970824
"60.10.9","California","Butte","06007",2017,10,18.9013333357157,17.5283150143094
"60.10.10","California","Butte","06007",2017,11,231.831934611003,11.0026288763317
"60.10.11","California","Butte","06007",2017,12,11.8422145546624,8.70993528694942
"60.11","California","Butte","06007",2018,1,180.587627893207,9.08431843048768
"60.11.1","California","Butte","06007",2018,2,15.644831416479,9.13909622764222
"60.11.2","California","Butte","06007",2018,3,274.921386777213,9.28254833120953
"60.11.3","California","Butte","06007",2018,4,143.734049800712,13.6415332395912
"60.11.4","California","Butte","06007",2018,5,13.2927777812855,18.07057558257
"60.11.5","California","Butte","06007",2018,6,0.416045975175122,22.2215489573862
"60.11.6","California","Butte","06007",2018,7,0.0446666670295007,27.1740548948675
"60.11.7","California","Butte","06007",2018,8,0,24.3379628192419
"60.11.8","California","Butte","06007",2018,9,0,21.98181712125
"60.11.9","California","Butte","06007",2018,10,17.5647433544027,17.5461081691172
"60.11.10","California","Butte","06007",2018,11,143.276973154353,12.5165255042328
"60.11.11","California","Butte","06007",2018,12,114.70026815714,7.74410379618064
"109","California","Colusa","06011",2007,1,1.8419773946753,7.14974574854145
"109.12","California","Colusa","06011",2007,2,122.560847050726,9.59627118285766
"109.13","California","Colusa","06011",2007,3,2.93683616522342,14.175141175588
"109.14","California","Colusa","06011",2007,4,31.6897175783491,15.0306496970398
"109.15","California","Colusa","06011",2007,5,13.0512429933763,19.0897174716669
"109.16","California","Colusa","06011",2007,6,0.674689264010407,22.3561865057649
"109.17","California","Colusa","06011",2007,7,4.93559320363621,24.3106496239786
"109.18","California","Colusa","06011",2007,8,0,24.6750846367098
"109.19","California","Colusa","06011",2007,9,5.56039547145703,20.6067514688955
"109.20","California","Colusa","06011",2007,10,32.6345196336003,15.4374010764946
"109.21","California","Colusa","06011",2007,11,17.9014689262304,12.9043502942317
"109.22","California","Colusa","06011",2007,12,69.5991523871988,6.86146892666143
"109.1","California","Colusa","06011",2008,1,230.092881714557,6.51268362123414
"109.1.1","California","Colusa","06011",2008,2,84.0175706033653,9.51830510365761
"109.1.2","California","Colusa","06011",2008,3,2.34096046783409,11.8312711311599
"109.1.3","California","Colusa","06011",2008,4,2.58361583270427,13.8472316063057
"109.1.4","California","Colusa","06011",2008,5,3.80152545059047,19.4308191773582
"109.1.5","California","Colusa","06011",2008,6,0.106045197411361,23.0424858244125
"109.1.6","California","Colusa","06011",2008,7,0,25.3416384249757
"109.1.7","California","Colusa","06011",2008,8,0.144802259049762,25.6021186699301
"109.1.8","California","Colusa","06011",2008,9,1.26203389523688,22.8979661154882
"109.1.9","California","Colusa","06011",2008,10,17.8189265579827,18.0518079100356
"109.1.10","California","Colusa","06011",2008,11,43.1050282925536,13.147062177712
"109.1.11","California","Colusa","06011",2008,12,46.6824294591354,6.52231639051168
"109.2","California","Colusa","06011",2009,1,18.7205084730676,9.44887005003159
"109.2.1","California","Colusa","06011",2009,2,136.237231432381,8.92720340537486
"109.2.2","California","Colusa","06011",2009,3,47.856836168106,11.4632485842301
"109.2.3","California","Colusa","06011",2009,4,8.7217514016534,14.3848023091332
"109.2.4","California","Colusa","06011",2009,5,25.2438418232115,20.3697456640039
"109.2.5","California","Colusa","06011",2009,6,8.08112994674067,21.5577401845469
"109.2.6","California","Colusa","06011",2009,7,0,25.4720055423887
"109.2.7","California","Colusa","06011",2009,8,0.0396610169781972,24.5072315560896
"109.2.8","California","Colusa","06011",2009,9,2.31898305645097,24.0670339939958
"109.2.9","California","Colusa","06011",2009,10,54.4101129090045,16.1916383161383
"109.2.10","California","Colusa","06011",2009,11,13.8068361875028,11.391214661679
"109.2.11","California","Colusa","06011",2009,12,65.1322599076955,6.55711867243557
"109.3","California","Colusa","06011",2010,1,214.525310537909,8.11028250597291
"109.3.1","California","Colusa","06011",2010,2,79.4916948005978,9.85214692185828
"109.3.2","California","Colusa","06011",2010,3,44.8546327601718,11.2957061946729
"109.3.3","California","Colusa","06011",2010,4,86.1931071739412,11.666525458212
"109.3.4","California","Colusa","06011",2010,5,24.7789264668179,15.0282202858036
"109.3.5","California","Colusa","06011",2010,6,1.13135592618399,22.2282485961914
"109.3.6","California","Colusa","06011",2010,7,0,24.8518079660707
"109.3.7","California","Colusa","06011",2010,8,0,23.0222316354008
"109.3.8","California","Colusa","06011",2010,9,8.02615819408395,22.2024011234779
"109.3.9","California","Colusa","06011",2010,10,62.4445197326315,17.3877118644068
"109.3.10","California","Colusa","06011",2010,11,48.8196610272941,11.1520056818838
"109.3.11","California","Colusa","06011",2010,12,143.292485598117,8.61110168527075
"109.4","California","Colusa","06011",2011,1,54.4242938413458,7.81816386772414
"109.4.1","California","Colusa","06011",2011,2,91.793389616713,8.59901129189184
"109.4.2","California","Colusa","06011",2011,3,187.179830777443,9.86293787538668
"109.4.3","California","Colusa","06011",2011,4,5.13429380649185,13.313163870472
"109.4.4","California","Colusa","06011",2011,5,36.0636723081944,15.5417796797672
"109.4.5","California","Colusa","06011",2011,6,47.4782484453277,20.4842937814314
"109.4.6","California","Colusa","06011",2011,7,0,24.0415819997841
"109.4.7","California","Colusa","06011",2011,8,0,24.238954748811
"109.4.8","California","Colusa","06011",2011,9,0.184915254008299,24.347316364784
"109.4.9","California","Colusa","06011",2011,10,38.9410735038714,17.4617231282811
"109.4.10","California","Colusa","06011",2011,11,41.3623728240277,10.0042937839099
"109.4.11","California","Colusa","06011",2011,12,4.53254237686847,8.3847740100602
"109.5","California","Colusa","06011",2012,1,99.7963842187224,8.87754236506877
"109.5.1","California","Colusa","06011",2012,2,28.1677965067201,10.019463299358
"109.5.2","California","Colusa","06011",2012,3,128.689830586062,10.153983044759
"109.5.3","California","Colusa","06011",2012,4,69.4633897468869,14.0669491506566
"109.5.4","California","Colusa","06011",2012,5,2.23909605036642,19.3370339506764
"109.5.5","California","Colusa","06011",2012,6,2.97774011738556,22.0099999971982
"109.5.6","California","Colusa","06011",2012,7,0,24.2602542295294
"109.5.7","California","Colusa","06011",2012,8,0,25.7827118372513
"109.5.8","California","Colusa","06011",2012,9,0,22.8724010920121
"109.5.9","California","Colusa","06011",2012,10,22.1411864717128,18.0226272001105
"109.5.10","California","Colusa","06011",2012,11,132.164519961944,12.1373164263149
"109.5.11","California","Colusa","06011",2012,12,201.392485623979,7.59457626248484
"109.6","California","Colusa","06011",2013,1,31.5575706352622,7.1843503019904
"109.6.1","California","Colusa","06011",2013,2,13.4333333133978,9.44991524206043
"109.6.2","California","Colusa","06011",2013,3,31.2049717983957,13.0497458263979
"109.6.3","California","Colusa","06011",2013,4,20.9112994145539,16.7676553187397
"109.6.4","California","Colusa","06011",2013,5,5.22926552686314,19.4420904008682
"109.6.5","California","Colusa","06011",2013,6,8.62033898547544,23.2805932686154
"109.6.6","California","Colusa","06011",2013,7,0.134463276272103,26.3037570586986
"109.6.7","California","Colusa","06011",2013,8,0.0265536726910179,23.9061298478121
"109.6.8","California","Colusa","06011",2013,9,14.4438982727164,21.4937570216292
"109.6.9","California","Colusa","06011",2013,10,0.251016948151134,16.9511865411101
"109.6.10","California","Colusa","06011",2013,11,27.3714124711893,12.8119208718424
"109.6.11","California","Colusa","06011",2013,12,5.62655366612019,8.05838982803
"109.7","California","Colusa","06011",2014,1,4.74813560375386,11.6907344995919
"109.7.1","California","Colusa","06011",2014,2,122.63954770363,10.790988719396
"109.7.2","California","Colusa","06011",2014,3,87.654124114473,13.5575988642913
"109.7.3","California","Colusa","06011",2014,4,34.8508473627985,15.858954704414
"109.7.4","California","Colusa","06011",2014,5,3.11519775215515,20.1905649476132
"109.7.5","California","Colusa","06011",2014,6,0.149039547890425,23.807090360566
"109.7.6","California","Colusa","06011",2014,7,0.00112994351966233,26.4045197546145
"109.7.7","California","Colusa","06011",2014,8,1.66858756787401,24.6918644447111
